Letterboxd list export v7
Date,Name,Tags,URL,Description
2023-10-31,When you want something feel good 😊.(In),,https://boxd.it/q0cW2,

Position,Name,Year,URL,Description
1,Dear Zindagi,2016,https://boxd.it/eAiM,
2,Wake Up Sid,2009,https://boxd.it/1C8e,
3,Anbe Sivam,2003,https://boxd.it/1sU8,
4,October,2018,https://boxd.it/hUvi,
5,Raanjhanaa,2013,https://boxd.it/5M1U,
6,Pachuvum Athbhuthavilakkum,2023,https://boxd.it/uLqO,
7,Yeto Vellipoyindhi Manasu,2012,https://boxd.it/4IRA,
8,Chi La Sow,2018,https://boxd.it/jGLA,
9,Bareilly Ki Barfi,2017,https://boxd.it/gJbY,
10,Premam,2015,https://boxd.it/bod0,
11,Remo,2016,https://boxd.it/e9Pk,
12,Hushaaru,2018,https://boxd.it/kIue,
13,Mudhal Nee Mudivum Nee,2022,https://boxd.it/wzhk,
14,Hridayam,2022,https://boxd.it/ohO0,
15,Love Today,2022,https://boxd.it/D3KI,
16,Ninnila Ninnila,2021,https://boxd.it/smfM,
17,Thiruchitrambalam,2022,https://boxd.it/wptK,
18,Malli Raava,2017,https://boxd.it/hJNU,
19,Raja Rani,2013,https://boxd.it/6DKS,
20,Ye Maaya Chesave,2010,https://boxd.it/8Rw,
21,96,2018,https://boxd.it/fHYM,
22,Ala Modalaindi,2011,https://boxd.it/nHG,
23,Dil Bechara,2020,https://boxd.it/nYrQ,
24,Sita Ramam,2022,https://boxd.it/xO2c,
25,Oy!,2009,https://boxd.it/35lo,
26,Kanam,2022,https://boxd.it/xxZG,
27,Vaaranam Aayiram,2008,https://boxd.it/15yo,
28,Nanban,2012,https://boxd.it/2hYK,
29,Oohalu Gusagusalade,2014,https://boxd.it/8Dxo,
30,Malli Malli Idhi Rani Roju,2015,https://boxd.it/aDao,
31,Jyo Achyutananda,2016,https://boxd.it/eKZQ,
32,Mental Madhilo,2017,https://boxd.it/hJV0,
33,Brochevarevarura,2019,https://boxd.it/mBiE,
34,Ante... Sundaraniki!,2022,https://boxd.it/vu0w,
35,O Kadhal Kanmani,2015,https://boxd.it/aM7I,
36,Njan Prakashan,2018,https://boxd.it/kG0c,
37,Surya Vs Surya,2015,https://boxd.it/aXTI,
38,Naa Autograph,2004,https://boxd.it/9Rvo,
39,Yevade Subramanyam,2015,https://boxd.it/aXTy,
40,Ee Nagaraniki Emaindi?,2018,https://boxd.it/jnYq,
41,Pelli Choopulu,2016,https://boxd.it/dM0o,
42,Aadavari Matalaku Ardhalu Verule,2007,https://boxd.it/2P2K,
43,Vedam,2010,https://boxd.it/3myk,
44,Like Stars on Earth,2007,https://boxd.it/20SA,
